constraint_score,N90,cv_effect_N90,promoter_dominance,enhancer_load,balance_metric,skewness_effect,vg_eqtl,is_essential,gene_symbol,loeuf_score,cluster,architecture_type,pca1,pca2
-0.8755258148467411,36,1.6560730681251845,0.037386837414778426,0.06715613843969023,0.020895936036080663,10.469926100713622,0.00186915,1,PRKD2,0.189,0,buffered (complex),-1.7965940775313811,-1.0510782722102818
-0.9105186606586306,39,1.6572090423354982,0.04278665499574116,0.0656687696153827,0.11570981827339999,6.402725933254032,0.000495627,1,SEPHS1,0.298,0,buffered (complex),-2.1429132137872022,-0.36098554972577634
-0.5647866198696205,19,0.7807279901469422,0.0,0.0,0.09723301857009328,6.151485908162127,0.00186032,1,CGGBP1,0.532,0,buffered (complex),-0.7819115009893853,0.2572711512856405
-0.5137230904594507,2,0.6928309339184793,0.07363784877663694,0.8942396144815342,0.04654752730489632,6.349975627206579,0.000669415,1,DHDDS,0.51,0,buffered (complex),-0.12648252037517396,1.0567036993973753
-0.7815265132462079,24,1.450640581601687,0.004933787738782346,0.08189561869476253,0.03199984145250081,7.453919015301111,0.00317409,1,PLEC,0.392,0,buffered (complex),-1.1914545413605608,-0.3710234892641026
0.4818376704431321,10,0.3981540119475248,0.003965929140020339,0.6319995085318376,0.041573135018638074,3.4917364826722754,0.000493922,1,CREBL2,0.556,0,buffered (complex),0.4421626277881346,0.9064667525435244
-0.13020606178368915,10,0.5242178356279869,0.010575877171510723,0.08329875253037032,0.03810561352328033,5.117269151712953,0.00051264,1,FAM98A,0.415,0,buffered (complex),0.18134492618833323,0.13235522478693756
-0.3064034472816359,17,0.9290022941662174,0.002656788503124627,0.10904322197601532,0.011616239699894827,5.363474979545377,0.00100273,1,CBX6,0.262,0,buffered (complex),-0.34379300733687745,-0.24814011055735022
-0.499447096017053,15,0.5840960633789918,0.1308573938699772,0.04082069968201495,0.09472609874040196,5.858410131434253,0.000383573,1,DDX24,0.381,0,buffered (complex),-0.258118723272372,-0.22399349317742903
0.03311017851841749,9,0.663046709661276,0.0010904166965227666,0.003834552924894187,0.02984562581649135,9.166292457417866,0.000466757,1,SYMPK,0.179,0,buffered (complex),0.45214057610946284,0.023285660071164525
-0.8505148038853175,86,0.9167227698204108,0.04634828439028164,0.29048598993653335,0.04011558468870635,3.8150870137925184,0.000799708,1,RANBP9,0.13,0,buffered (complex),-4.5011319623620505,-2.226955189292356
-0.04414096698812961,11,0.375563675608964,0.00339772699602361,0.1672543574791469,0.01164033321076458,5.102586082703005,0.000598425,1,RC3H1,0.287,0,buffered (complex),0.18724280532154217,0.03788542633575912
-0.5561133154677544,23,0.7745065953228669,2.6256410390441798e-05,0.0,0.07214954087694049,5.009996514228243,0.000190025,1,DDB1,0.243,0,buffered (complex),-0.9328222605108378,-0.08816631929464633
-0.7120604145808509,25,0.7499787793955387,0.009721653365972673,0.12736356740912094,0.004073314143720234,4.993245691351022,0.00279594,1,LOXL1,0.382,0,buffered (complex),-1.1451927671735438,-0.5982610786797375
-0.46989050327443754,19,0.8400056191316768,0.0,0.0,0.014238631748574995,3.477303737827483,0.00110965,1,CANX,0.359,0,buffered (complex),-0.5371843326735865,-0.4553031600428722
0.11593156311130913,10,0.47742194191682225,0.002263022613601685,0.023259992337665326,0.0463871931957301,3.5895726869038103,0.00346785,1,IDH2,0.384,0,buffered (complex),0.441577023377426,0.1629069522425911
-0.5929974182877569,36,0.7894030617257706,0.0009385538827184445,0.2414776669286784,0.020111117790968858,4.275694561865449,0.000437654,1,TXLNA,0.24,0,buffered (complex),-1.7159721939042634,-0.6023167361461472
-0.697405332431904,6,0.7905938712391042,0.027480940673622205,0.8650190211162438,0.030773471798390267,6.006562643216336,0.000984484,1,KIFBP,0.511,0,buffered (complex),-0.5755636121905896,0.9931659767843689
-0.2537654913129669,28,0.5688020444626939,0.0015641938065301024,0.0046918157560284675,0.02851455130590673,2.9761035960755935,0.000410656,1,RNPS1,0.251,0,buffered (complex),-0.8065025699893389,-0.6143246887386202
